rank,name,code,price,24_H_change,24H_volume,market_cap
5275,HedgePay,HPAY,$0.006936,+21.38%,"$29,671.49",N/A
5181,Siren,SI,$0.4113,-5.80%,"$34,135.55",N/A
4991,Cpos Cloud Payment,CPOS,$0.002821,-4.02%,"$42,809.14",N/A
4651,MiniTesla,MINITESLA,$0.0000000003878,+118.04%,"$69,368.16",N/A
4700,Dentrocoin,DENTRO,$0.000001991,+2.05%,"$63,554.77",N/A
4600,iOWN Token,iOWN,$0.04422,+7.89%,"$74,640.76",N/A
4895,Voltage,VOLT,$0.329,-19.49%,"$49,036.96",N/A
4749,Doom Hero Game,DHG,$0.0005363,-2.11%,"$58,503.75",N/A
4943,PIDAO,PID,$1.41,-1.81%,"$45,668.38",N/A
4847,AutoShark,JAWS,$0.022,-2.75%,"$51,960.60",N/A
4804,Moby Dick,WOT,$0.000003583,-4.34%,"$54,502.24",N/A
5133,dFuture,DFT,$0.002867,-2.44%,"$35,954.71",N/A
5323,XMINE,XMN,$0.00002503,-5.80%,"$27,854.31",N/A
5038,CryptoSaga,SAGA,$0.2379,-4.84%,"$40,276.28",N/A
5086,TideBit Token,TBT,$0.2743,+4.69%,"$38,096.67",N/A
5232,First Eleven,F11,$0.000000001539,-5.81%,"$31,888.48",N/A
5373,Artem Coin,ARTEM,$0.04674,-1.42%,"$25,771.65",N/A
5276,BunnyPark Game,BG,$0.0004421,-0.53%,"$29,655.09",N/A
5182,Open Rights Exchange,ORE,$0.03881,-1.99%,"$34,040.68",N/A
4992,DeCredit,CDTC,$0.004995,-2.90%,"$42,757.45",N/A
4652,Fluffy Coin,FLUF,$0.000623,-18.54%,"$69,213.67",N/A
4701,Chemix Ecology Governance Token,KUN,$0.1633,-6.48%,"$63,990.00",N/A
4601,Black Phoenix,BPX,$0.0003509,-2.53%,"$74,624.02",N/A
4896,JOJO,JOJO,$0.0001784,-5.70%,"$49,035.69",N/A
4750,SaylorMoon,SMOON,$0.0000000004917,-4.66%,"$58,490.58",N/A
4944,The Three Kingdoms,TTK,$0.03376,-1.87%,"$45,584.45",N/A
4848,Adamant,ADMC,$0.000003473,-31.20%,"$51,847.31",N/A
4805,Totoro Inu,TOTORO,$0.000000000001398,+0.16%,"$54,455.93",N/A
5134,Pirate Coin Games,PirateCoin☠,$0.000000000007719,-4.72%,"$35,912.45",N/A
5324,Giveth,GIV,$0.3701,-4.27%,"$27,844.13",N/A
5039,AstroShit,ASHIT,$0.00001033,-13.01%,"$40,251.81",N/A
5087,TAPME Token,TAP,$0.004283,-4.14%,"$38,062.56",N/A
5233,Insureum,ISR,$0.01448,-9.95%,"$31,867.82",N/A
5374,xUSD,XUSD,$0.9199,+1.06%,"$25,766.66",N/A
5277,DopeWarz,DRUG,$0.008185,-3.66%,"$29,639.43",N/A
5183,Alephium,ALPH,$0.3675,-1.27%,"$34,025.74",N/A
4993,Craft network,CFT,$0.1008,+1.26%,"$42,590.97",N/A
4653,Atlantis,ATLAS,$8.74,+2.70%,"$69,141.28",N/A
4702,Boss Token,BOSS,$0.000000007489,+4.90%,"$63,315.89",N/A
4602,FrogSwap,FROG,$0.8358,-6.22%,"$74,732.85",N/A
4897,Baby Lambo Inu,BLINU,$0.00558,+1.20%,"$49,027.98",N/A
4751,NELO Metaverse,NELO,$0.000936,-1.39%,"$58,322.83",N/A
4945,Quidax Token,QDX,$0.01862,-4.20%,"$45,495.17",N/A
4849,MetaPlay,MPLAY,$1.07,-12.19%,"$51,876.99",N/A
4806,Baby WOJ,BWJ,$0.00007069,-7.11%,"$54,410.31",N/A
5135,MarketMove,MOVE,$0.00007454,-4.25%,"$35,861.93",N/A
5325,Cerby Token,CERBY,$0.0004409,-0.52%,"$27,837.68",N/A
5040,Charm,CHARM,$0.00004306,-6.74%,"$40,139.39",N/A
5088,Akita Inu,AKTA,$0.00648,-5.52%,"$38,015.47",N/A
5234,Feeder.finance,FEED,$0.06485,-2.90%,"$31,865.64",N/A
5375,Terkehh,TERK,$0.0297,+15.49%,"$25,737.57",N/A
5278,Birds Token,BIRDS,$0.0002549,-10.79%,"$29,629.89",N/A
5184,Filecoin Standard Full Hashrate,SFIL,$4.53,-0.46%,"$33,969.19",N/A
4994,The LoveChain,LOV,$0.9084,+106.36%,"$42,471.54",N/A
4654,Dream,$DREAM,$0.099,+9.38%,"$69,083.60",N/A
4703,Raptoreum,RTM,$0.01393,-2.10%,"$62,791.42",N/A
4603,Xtremcoin,XTR,$0.825,-1.62%,"$74,457.90",N/A
4898,King Dog Inu,KINGDOG,$0.00001954,+1.47%,"$48,941.29",N/A
4752,KIKO INU,KIKO,$0.0000005371,+32.92%,"$58,293.73",N/A
4946,ShibRWD,SRWD,$0.000000006079,-9.48%,"$45,321.78",N/A
4850,Floki Shiba,FSHIB,$0.00000000002631,-1.87%,"$51,774.40",N/A
4807,HTMOON,HTMOON,$0.0000000007328,+0.93%,"$54,331.25",N/A
5136,DOGEFOOD,DOGEFOOD,$0.000000000008774,-8.99%,"$35,787.00",N/A
5326,UNIMOON,UNIMOON,$0.000000007322,-5.01%,"$27,820.92",N/A
5041,BleuFi,BLEU,$0.0005551,-7.19%,"$40,061.98",N/A
5089,WEB3Land,WEB3,$0.00636,-5.53%,"$37,917.40",N/A
5235,Ludos Protocol,LUD,$0.00002395,-8.37%,"$31,825.28",N/A
5376,InfinityCake,INCAKE,$0.0000001266,-22.68%,"$25,720.97",N/A
5279,Moon,MOON,$0.001037,-30.08%,"$29,622.87",N/A
5185,Metaverse VR,MEVR,$0.05606,+8.11%,"$33,944.77",N/A
4995,Waggle Network,WAG,$0.1736,-8.24%,"$42,188.74",N/A
4655,OptionPanda,OPA,$0.002165,-11.71%,"$69,056.87",N/A
4704,Baby Tiger King,BABYTK,$0.0000000001413,+19.69%,"$62,699.79",N/A
4604,Sakaryaspor Token,SKRY,$0.02198,+10.62%,"$74,416.92",N/A
4899,GrimToken,GRIM,$0.2089,+0.26%,"$48,938.38",N/A
4753,Solster Finance,STR,$0.04335,-16.01%,"$58,141.64",N/A
4947,NFTBomb,NBP,$0.0135,-8.75%,"$45,251.24",N/A
4851,Mogu,MOGX,$0.01128,-3.86%,"$51,650.41",N/A
4808,LandOrc,LORC,$0.7397,+0.73%,"$53,867.55",N/A
5137,Mandala Exchange Token,MDX,$0.05015,-3.57%,"$35,765.34",N/A
5327,Ecio,ECIO,$0.002757,-2.26%,"$27,787.49",N/A
5042,Kounotori,KTO,$0.000000006304,+1.83%,"$40,021.15",N/A
5090,D3 Protocol,DEFI,$67.18,+4.58%,"$37,879.69",N/A
5236,USD Open Dollar,USDO,$0.9845,-1.29%,"$31,722.03",N/A
5377,CryptoFarming,$CFAR,$0.01572,-10.20%,"$25,716.31",N/A
5280,Monaco Planet,MONA,$0.09391,-2.04%,"$29,594.19",N/A
5186,MegaCryptoPolis,MEGA,$7.56,-3.36%,"$33,930.49",N/A
4996,Squidverse 3D,SVG,$0.2058,-5.50%,"$42,125.40",N/A
4656,Basis Dollar,BSD,$0.00965,-1.83%,"$69,330.62",N/A
4705,Golden Roots,GDR,$0.0001544,-7.06%,"$61,219.39",N/A
4605,xPAD,XPAD,$0.3889,+0.00%,"$74,181.77",N/A
4900,Netflix tokenized stock FTX,NFLX,$391.12,-0.75%,"$48,922.70",N/A
4754,GreenAir,GREEN,$0.0004237,+9.73%,"$58,080.76",N/A
4948,Joys Digital,JOYS,$0.006413,+10.77%,"$45,108.44",N/A
4852,Bankers Dream,BANK$,$0.000000009408,-7.06%,"$51,587.56",N/A
4809,Metagochi,MGCHI,$0.0000000000008057,-15.52%,"$54,215.00",N/A
5138,Bullswap Exchange,BVL,$0.0007241,+1.57%,"$41,362.07",N/A
5328,DEI,DEI,$0.9856,-1.82%,"$27,785.76",N/A
5043,Shiba Lite,SHIBLITE,$0.000000005587,-5.30%,"$40,026.08",N/A
5091,SpritzMoon Crypto Token,Spritzmoon,$0.0002852,-3.94%,"$37,852.59",N/A
5237,Tutellus,TUT,$0.5236,-4.11%,"$31,716.81",N/A
5378,Deesse,LOVE,$0.00475,-2.09%,"$25,685.93",N/A
5281,Coin of champions,COC,$0.0000008503,-3.18%,"$29,511.29",N/A
5187,Harambe Protocol,RIPH,$0.00306,-4.19%,"$33,849.46",N/A
4997,Prize Coin,PRZ,$2.47,+13.34%,"$42,096.57",N/A
4657,1x Short Bitcoin Token,HEDGE,$91.51,+4.13%,"$68,973.61",N/A
4706,EVERY GAME,EGAME,$0.002586,-4.85%,"$62,293.34",N/A
4606,NFTBlackMarket,NBM,$0.000000002384,-3.99%,"$74,156.70",N/A
4901,GenshinFlokiInu,GFloki,$0.000000004738,+2.50%,"$48,835.06",N/A
4755,DUKE INU TOKEN,DUKE,$0.000001351,-7.74%,"$57,980.41",N/A
4949,Honey Deluxe Token,HONEYD,$6.85,+10.55%,"$45,105.03",N/A
4853,Boring Protocol,BOP,$0.03729,-7.23%,"$51,467.49",N/A
4810,HaggleX,HAG,$0.1625,+1.76%,"$54,197.78",N/A
5139,Spark Finance,SPARK,$0.0009948,-21.19%,"$35,587.92",N/A
5329,BlackDragon,BDT,$6.53,-5.12%,"$27,752.87",N/A
5044,WhaleRoom,WHL,$6.11,-15.44%,"$39,956.64",N/A
5092,BKEX Token,BKK,$0.2576,-12.99%,"$28,622.50",N/A
5238,Doge Floki Coin,DOFI,$0.00000000000686,-21.79%,"$31,703.57",N/A
5379,Space Token,SPACE,$0.03138,-5.53%,"$25,666.12",N/A
5282,BITFXT COIN,BXT,$0.002452,+0.00%,N/A,N/A
5188,Altbase,ALTB,$0.002208,-1.11%,"$33,854.47",N/A
4998,Marnotaur,TAUR,$0.1005,-2.83%,"$42,088.94",N/A
4658,Bolt Share,BTS,$6.23,-12.14%,"$68,864.03",N/A
4707,Pussy Financial,PUSSY,$0.00001591,-2.31%,"$62,248.64",N/A
4607,Global Digital Content,GDC,$0.0129,+2.68%,"$73,823.69",N/A
4902,MetaPay,METAPAY,$0.000001505,-15.81%,"$48,752.58",N/A
4756,WEYU,WEYU,$0.004257,-6.54%,"$57,863.04",N/A
4950,Themis,MIS,$0.1486,+45.88%,"$45,197.54",N/A
4854,Kori Inu,KORI,$0.000005137,-16.46%,"$51,427.95",N/A
4811,Andromeda,M31,$0.05631,-1.73%,"$54,181.14",N/A
5140,Fibswap DEx,FIBO,$0.002457,-5.55%,"$35,667.88",N/A
5330,Uzyth,ZYTH,$0.2332,-2.08%,"$27,668.16",N/A
5045,MultiPlanetary Inus,INUS,$0.00000000862,+9.92%,"$39,889.03",N/A
5092,Aloha,ALOHA,$0.009828,-5.09%,"$37,763.73",N/A
5239,Aunite,AUNIT,$0.4052,+0.00%,N/A,N/A
5380,Falcon 9,F9,$0.006785,-8.58%,"$25,869.58",N/A
5282,Light Year,LC,$0.03631,-7.19%,"$29,478.83",N/A
5189,BLACK SHIBA INU,SHIBB,$0.00000004348,-4.51%,"$33,802.42",N/A
4999,BEUROP,BEPR,$0.02982,+0.19%,"$42,022.92",N/A
4659,IDK,IDK,$0.06952,-0.16%,"$68,908.87",N/A
4708,Cypherium,CPH,$0.01602,-9.01%,"$62,258.11",N/A
4608,Shikage,SHKG,$0.001959,+27.44%,"$73,819.72",N/A
4903,3x Short EOS Token,EOSBEAR,$0.0000203,+15.04%,"$48,420.74",N/A
4757,Pokmonsters,POK,$0.003285,-2.90%,"$57,710.41",N/A
4951,Metakings,MTK,$0.8951,+6.56%,"$45,112.60",N/A
4855,DeFIL,DFL,$0.1855,-0.02%,"$51,599.89",N/A
4812,CORN,CORN,$18.12,-0.74%,"$54,167.65",N/A
5141,Digible,DIGI,$0.0263,-2.36%,"$35,407.89",N/A
5331,Impermax,IMX,$0.1161,-0.41%,"$27,603.35",N/A
5046,BaconDAO,BACON,$0.01056,-0.10%,"$39,777.57",N/A
5093,Monster,MST,$1.66,-6.32%,"$37,758.81",N/A
5239,BoleToken,BOLE,$0.00002981,-33.63%,"$31,656.67",N/A
5381,Aircoins,AIRX,$0.00009452,-2.24%,"$25,474.07",N/A
5283,MyToken,MT,$0.00009215,-7.61%,"$29,417.89",N/A
5190,RewardsCoin,RWSC,$0.000001381,-6.76%,"$33,748.45",N/A
5000,AggregatedFinance,AGFI,$0.000007425,-17.09%,"$42,019.68",N/A
4660,Nasa Doge,NASADOGE,$0.00004199,-3.65%,"$68,868.63",N/A
4709,Vires Finance,VIRES,$71.11,-5.79%,"$61,951.83",N/A
4609,Tr3zor,TR3,$0.005107,-13.75%,"$73,774.04",N/A
4904,STING,STN,$0.8239,-5.29%,"$48,353.33",N/A
4758,ELEF  WORLD,ELEF,$0.01322,-10.23%,"$57,563.15",N/A
4952,reBaked,BAKED,$0.009705,-5.74%,"$44,993.18",N/A
4855,Meta Village Dao,METAVILLAGE,$0.000000001929,+10.76%,"$52,119.99",N/A
4813,Mimir Token,MIMIR,$0.06764,-13.28%,"$54,302.24",N/A
5142,iDeFiYieldProtocol,IDYP,$0.08907,-9.33%,"$35,305.90",N/A
5332,TeraBlock,TBC,$0.007659,-4.36%,"$27,569.75",N/A
5047,Filecoin Standard Full Hashrate Token,SFIL,$4.56,+0.46%,"$30,458.56",N/A
5094,AutoCrypto,AU,$0.1603,-4.68%,"$37,632.54",N/A
5240,Dot Finance,PINK,$0.04949,-3.08%,"$31,553.70",N/A
5382,GranX Chain,GRANX,$0.04992,+134.07%,"$25,379.91",N/A
5284,sKLAY,SKLAY,$1.36,-0.45%,"$29,391.69",N/A
5191,MoneyTree,MONEY,$0.0004601,-4.36%,"$33,690.92",N/A
5001,Baby Moon Floki,FLOKI,$0.00000000002864,-10.82%,"$41,932.27",N/A
4661,Wrapped ECOMI,WOMI,$0.005807,-3.68%,"$68,729.55",N/A
4710,Bitcoin Classic,BGH,$0.3119,-3.87%,"$61,889.32",N/A
4610,1X Short BNB Token,BNBHEDGE,$7.96,+4.09%,"$73,695.65",N/A
4905,Perion,PERC,$0.8687,-7.77%,"$48,327.98",N/A
4759,Don't KYC,DKYC,$0.0005458,-14.02%,"$57,515.64",N/A
4953,DeFiPie,PIE,$0.008977,-16.74%,"$44,985.05",N/A
4856,Hpdex,HPD,$0.001912,+1.11%,"$51,313.10",N/A
4814,Corsac,CORSACV2,$0.000000003806,+1.22%,"$54,062.82",N/A
5143,Zenlink,ZLK,$0.4664,-7.91%,"$35,278.89",N/A
5333,SatoshiStreetBets Token,SSB,$0.000000001927,-13.16%,"$27,555.29",N/A
5047,Wealthy Habits,WHB,$0.01089,-6.37%,"$39,764.80",N/A
5095,Scary Chain Capital v2,SCC,$0.000001358,-8.53%,"$37,555.97",N/A
5241,Dymmax,DMX,$1.10,-0.53%,"$31,492.53",N/A
5383,Kaiba DeFi,KAIBA,$0.03146,-17.81%,"$25,307.11",N/A
5285,CryptoTrains,CTRAIN,$0.02721,-7.68%,"$29,391.48",N/A
5192,Congruent,GAAS,"$1,872.55",+8.08%,"$33,657.10",N/A
5002,Terbo Game Coin,TGC,$0.0000002246,-11.62%,"$41,920.25",N/A
4662,Invitoken,INVI,$2.19,+0.02%,"$68,553.95",N/A
4711,Magic Beasties,BSTS,$0.000001591,-8.72%,"$61,708.34",N/A
4611,Supersonic Finance,SSN,$0.0000000007962,+10.99%,"$73,861.90",N/A
4906,VELOREX,VEX,$0.002905,-0.36%,"$48,281.83",N/A
4760,LemoChain,LEMO,$0.0008292,+2.70%,"$57,586.09",N/A
4954,United Bitcoin,UBTC,$1.11,-2.71%,"$44,962.21",N/A
4857,Limited USD,LUSD,$0.000623,-21.77%,"$51,246.94",N/A
4815,Kevacoin,KVA,$0.0006611,-0.36%,"$54,029.02",N/A
5144,Sovi Finance,SOVI,$2.05,-1.48%,"$35,289.35",N/A
5334,moonwolf.io,WOLF,$0.0000006652,-15.97%,"$27,482.70",N/A
5048,Ruyi,RUYI,$0.004612,-3.51%,"$39,756.81",N/A
5096,ZilSwap,ZWAP,$9.80,-2.17%,"$37,553.21",N/A
5242,Panda Coin,PANDA,$0.0001146,+16.52%,"$31,450.83",N/A
5384,Nami Inu,NAMI,$0.000000000006417,-8.53%,"$25,299.55",N/A
5286,Blockmason Link,BLINK,$0.0001745,+1.55%,"$29,383.08",N/A
5193,ok.lets.go.,OKLG,$0.00001793,-9.23%,"$33,561.09",N/A
5003,JERITEX,JRIT,$0.2579,-5.35%,"$41,879.44",N/A
4663,Yucreat,YUCT,$0.04769,-3.05%,"$68,465.73",N/A
4712,PayBolt,PAY,$0.005442,-8.05%,"$61,748.47",N/A
4612,Mirrored Facebook Inc,mFB,$223.05,-2.89%,"$73,641.41",N/A
4907,LOL,LOL,$0.0000005527,-12.45%,"$48,198.54",N/A
4761,Nimbus Governance Token,GNBU,$0.381,-0.43%,"$57,489.41",N/A
4955,UBGToken,UBG,$0.00669,-2.73%,"$44,955.68",N/A
4858,GameStation,GAMER,$0.1241,-9.40%,"$51,206.63",N/A
4816,NYCCoin,NYC,$0.002355,+11.88%,"$53,953.62",N/A
5145,DataHighway,DHX,$5.29,+5.96%,"$35,273.02",N/A
5335,ftm.guru,ELITE,"$1,897.41",+50.05%,"$27,398.63",N/A
5049,Passive Income,PSI,$106.69,+11.07%,"$39,685.23",N/A
5097,AstroSpaces.io,SPACES,$0.000001753,-11.65%,"$37,440.55",N/A
5243,HUPAYX,HPX,$0.1516,-2.32%,"$31,416.55",N/A
5385,Billionaire Plus,BPLUS,$0.0006563,-15.57%,"$25,258.96",N/A
5287,Wild Island Game,WILD,$0.05195,-3.47%,"$29,377.35",N/A
5194,Cream ETH 2,CRETH2,$22.02,-6.09%,"$33,525.88",N/A
5004,Cogecoin,COGE,$0.00000003204,-10.53%,"$41,737.47",N/A
4664,Savage,SAVG,$0.02472,-15.28%,"$68,267.56",N/A
4713,BLOCKMAX,OCB,$0.05719,-2.97%,"$61,718.70",N/A
4613,EXIP,EXIP,$3.47,-4.07%,"$73,515.21",N/A
4908,Luna Inu,$LUNAINU,$0.0005039,-26.67%,"$48,158.64",N/A
4762,TRYC,TRYC,$0.07328,-0.44%,"$57,419.40",N/A
4956,Blockasset,BLOCK,$0.2391,-2.31%,"$45,142.38",N/A
4859,iBG Finance,IBG,$0.1193,-1.72%,"$51,159.07",N/A
4817,CAPITAL X CELL,CXC,$0.006999,-0.33%,"$53,939.79",N/A
5146,Omm Tokens,OMM,$0.08106,-0.15%,"$35,239.98",N/A
5336,WanSwap,WASP,$0.02242,-5.76%,"$27,362.39",N/A
5050,NFTBooks,NFTBS,$0.0000000002516,-3.66%,"$39,590.65",N/A
5098,Polycat Finance,FISH,$0.4567,-5.92%,"$37,475.79",N/A
5244,ACU Platform,ACU,$10.54,-3.45%,"$31,343.29",N/A
5386,Moonshot,MOONSHOT,$0.000000003529,-3.11%,"$25,253.99",N/A
5288,Kayserispor Token,KYSR,$0.07034,+7.38%,"$29,356.65",N/A
5195,Brewlabs,BREWLABS,$0.005624,-7.76%,"$33,464.02",N/A
5005,Freecash,FCH,$0.01825,+6.22%,"$41,784.69",N/A
4665,Bantu,XBN,$0.05349,+8.22%,"$68,160.22",N/A
4714,Answerly,ANSR,$0.02533,-5.98%,"$61,898.40",N/A
4614,HUNNY FINANCE,HUNNY,$0.01794,-3.13%,"$73,491.91",N/A
4909,Augmented Finance,AGF,$0.4379,-23.88%,"$48,157.11",N/A
4763,Serenity,SEREN,$0.00000000001973,+15.29%,"$57,405.67",N/A
4957,Uzumaki Inu,UZUMAKI,$0.00000000001122,-4.55%,"$44,994.92",N/A
4860,Flokimooni,FLOKIM,$0.000001005,-2.71%,"$51,131.61",N/A
4818,HODL,HODL,$0.00000000545,-2.61%,"$54,101.47",N/A
5147,La Doge de Papel,LDDP,$0.0005109,-8.50%,"$35,218.16",N/A
5337,Onyx,ONYX,$0.002121,+0.48%,"$27,355.66",N/A
5051,Sivasspor Token,SIV,$0.07621,+4.58%,"$39,555.05",N/A
5099,Gamma,GAM,$0.02971,+1.83%,"$36,678.38",N/A
5245,Rentible,RNB,$0.5706,-2.16%,"$31,289.61",N/A
5387,Clytie,CLY,$0.00277,-18.12%,"$25,251.22",N/A
5289,Future1coin,F1C,$0.0002228,+7.15%,"$29,587.39",N/A
5196,DAOLand,DLD,$0.03174,-6.91%,"$33,388.37",N/A
5006,Tigerfinance,TIGER,$0.04249,+15.04%,"$41,625.18",N/A
4666,SoccerHub,SCH,$0.002624,+0.14%,"$68,108.26",N/A
4715,Mewtwo Inu,MEWTWO,$0.0000000008164,-2.86%,"$61,669.82",N/A
4615,Valentine Floki,FLOV,$0.0000000004257,-40.48%,"$73,349.45",N/A
4910,Jumbo,JUB,$23.68,-7.75%,"$48,147.51",N/A
4764,Ridge,RIDGE,$0.000002932,+5.15%,"$57,278.44",N/A
4958,WiBX,WBX,$0.006941,-3.21%,"$44,863.09",N/A
4861,Health Potion,HEP,$0.001915,+0.32%,"$51,241.26",N/A
4819,DAOFi,DAOFI,$0.03834,+0.10%,"$3,290.14",N/A
5148,NFT Tech,NFTT,$0.02332,-2.10%,"$35,217.09",N/A
5338,3X Short Ethereum Token,ETHBEAR,$0.00000008108,-1.02%,"$27,345.89",N/A
5052,Ethereans,OS,$13.72,-3.86%,"$39,503.30",N/A
5100,PayNet Coin,PAYN,$0.09847,-1.31%,"$37,290.39",N/A
5246,HUH Token,HUH,$0.00001258,-2.78%,"$31,101.89",N/A
5388,ShieldEX,SLD,$0.1659,-2.02%,"$10,672.92",N/A
5290,Master Floki,MASTER,$0.0000008124,-4.25%,"$29,174.29",N/A
5197,Moola Celo,mCELO,$2.95,-1.37%,"$33,367.95",N/A
5007,GemMine,GEMMINE,$28.78,-77.38%,"$41,620.68",N/A
4667,DEUS Finance,DEUS,$48.30,-7.21%,"$67,817.39",N/A
4716,Adene,ADEN,$0.0247,-1.67%,"$62,259.51",N/A
4616,ArcadeNetwork,ARC,$0.03305,-13.13%,"$73,316.19",N/A
4911,GINZA NETWORK,GINZA,$0.2072,-2.97%,"$47,991.99",N/A
4765,Jacy,JACY,$0.000000000372,+3.22%,"$57,216.72",N/A
4959,PooCoin,POOCOIN,$1.10,-4.28%,"$44,844.98",N/A
4862,3X Long Altcoin Index Token,ALTBULL,$4.44,-14.28%,"$51,026.02",N/A
4819,Medican Coin,MCAN,$0.06556,-1.57%,"$53,885.12",N/A
5149,Dopple Finance,DOP,$0.03492,+1.75%,"$35,185.19",N/A
5339,NanTrade,NAN,$0.07209,-4.39%,"$27,318.40",N/A
5053,RIFI United,RU,$0.003983,+1.15%,"$38,857.53",N/A
5101,DogemonGo,DOGO,$0.00003795,-4.48%,"$37,290.26",N/A
5247,Moonlana,MOLA,$0.0002623,-17.22%,"$30,897.43",N/A
5388,The Everlasting Parachain,ELP,$0.4763,-3.14%,"$25,241.91",N/A
5291,KaiFloki,MIYAGI,$0.002312,-21.93%,"$29,168.89",N/A
5198,Bitget DeFi Token,BFT,$0.1171,+0.02%,N/A,N/A
5008,Morpher,MPH,$0.01934,-7.54%,"$41,631.55",N/A
4668,DeFi11,D11,$0.02635,-2.04%,"$67,593.26",N/A
4717,Anji,ANJI,$0.0002665,-9.51%,"$61,642.81",N/A
4617,GN,GN,$0.00000122,-2.51%,"$73,203.07",N/A
4912,Satopay Network,STOP,$0.001151,+0.61%,"$47,988.37",N/A
4766,FEED SYSTEM,FEEDTK,$0.01406,-29.60%,"$57,153.63",N/A
4960,DFX Finance,DFX,$0.5386,-0.39%,"$44,759.08",N/A
4863,Merkle Network,MERKLE,$0.1605,-0.82%,"$50,817.23",N/A
4820,Mithril Share,MIS,$0.55,+7.41%,"$54,002.21",N/A
5150,Vmates,MATE,$1.29,-0.59%,"$35,127.67",N/A
5340,XDoge Network,XDOGE,$0.00001126,-2.02%,"$27,245.91",N/A
5054,Witch Token,WITCH,$0.4652,+2.65%,"$39,415.62",N/A
5102,Predictcoin,PRED,$5.92,+2.81%,"$37,227.26",N/A
5248,Paragon Capital,PARAGON,$0.03184,-35.50%,"$30,893.00",N/A
5389,Meta Reserve Finance,POWER,$3.91,-1.48%,"$25,150.32",N/A
5292,DareNFT,DNFT,$0.00008392,-9.33%,"$29,158.95",N/A
5198,JEDSTAR,JED,$0.2193,-0.24%,"$33,324.62",N/A
5009,NiiFi,NIIFI,$0.02132,-3.10%,"$41,538.78",N/A
4669,UniFi Protocol,UP,$0.4978,+1.97%,"$67,552.77",N/A
4718,BabyEthereum,BBETH,$0.0000001931,-6.01%,"$61,178.58",N/A
4618,Mission Helios,HELIOS,$0.0000004534,-1.83%,"$73,134.00",N/A
4913,Birb,BIRB,$0.02016,-0.94%,"$47,973.04",N/A
4767,Farmland Protocol,FAR,$0.0221,-1.19%,"$57,539.49",N/A
4961,CFX Quantum,CFXQ,$0.01471,-0.23%,"$44,657.43",N/A
4864,Colawork,COLA,$0.1486,-3.89%,"$50,812.24",N/A
5151,KittenFinance,KIF,$17.82,-9.03%,"$35,112.15",N/A
5341,WFAIR,WFAIR,$0.01092,-9.58%,"$27,238.30",N/A
5055,FTMlaunch,FTML,$0.007116,-0.99%,"$39,403.61",N/A
5103,Satozhi,SATOZ,$0.07848,+1.26%,"$37,216.52",N/A
5249,MM Token,MM,$1.49,+0.56%,"$30,866.39",N/A
5390,Chainlist,CLIST,$0.0005809,-0.26%,"$25,095.65",N/A
5293,ALYATTES,ALYA,$0.3445,-1.57%,"$29,149.94",N/A
5199,Gold Zilla,GLDZ,$0.02361,-14.49%,"$33,323.29",N/A
5010,Hodl4Gold,H4G,$0.000000003649,-1.72%,"$41,549.76",N/A
4670,Fire Protocol,FIRE,$0.02938,-2.64%,"$67,917.72",N/A
4719,Sunflower Farm,SFF,$0.01593,-29.33%,"$60,928.65",N/A
4619,BITCOLOJIX,BTCIX,$1.24,-0.33%,"$72,968.06",N/A
4914,Meta Spatial,SPAT,$0.08262,+2.59%,"$47,869.85",N/A
4768,Mishka,MSK,$0.003676,+17.18%,"$56,937.54",N/A
4962,WAGMI Game,WAGMI,$0.000001811,-3.66%,"$44,650.53",N/A
4865,Worthwhile,WHE,$0.08229,-6.56%,"$50,779.01",N/A
5152,Harmony Play,HPLAY,$0.01287,+0.00%,"$35,098.94",N/A
5342,Baby Floki Billionaire,BabyFB,$0.0000000009135,-8.14%,"$27,223.49",N/A
5056,Shiba Girlfriend,SHIBGF,$0.000000006868,-4.20%,"$39,366.11",N/A
5104,Qube Crypto Space,QUBE,$0.008491,+5.86%,"$37,034.64",N/A
5250,Happiness,HPNS,$0.0001099,-0.21%,"$30,813.41",N/A
5391,EcoFi,ECO,$1.12,-2.64%,"$25,052.32",N/A
5294,Channels,CAN,$0.002632,-3.47%,"$29,144.41",N/A
5200,GUARDIAN,GUARD,$1.05,-2.30%,"$33,315.83",N/A
5011,Erzurumspor Token,ERZ,$0.02345,+2.77%,"$41,546.11",N/A
4671,Stable FOX,ONEFOX,$0.9918,-0.02%,"$67,108.74",N/A
4720,Daddy Doge,DADDYDOGE,$0.000000005783,+8.78%,"$60,911.51",N/A
4620,Dexsport,DESU,$0.02486,-4.53%,"$72,881.70",N/A
4915,CoinMeet,MEET,$0.001366,-1.70%,"$47,809.53",N/A
4769,Minimals,MMS,$0.000000000931,+4.35%,"$56,854.25",N/A
4963,DoveSwap Finance,DOVE,$0.0009696,+0.82%,"$44,578.29",N/A
4866,Blind Boxes,BLES,$0.03401,-5.26%,"$50,739.01",N/A
5153,MintySwap,MINTYS,$0.04835,-2.19%,"$35,011.90",N/A
5343,WOLVERINU,WOLVERINU,$0.000000000006201,+8.34%,"$27,220.47",N/A
5057,DeFinity,DEFX,$0.01898,-3.75%,"$38,963.70",N/A
5105,Futura Finance,FFT,$0.000001046,-19.94%,"$37,008.28",N/A
5251,Amasa,AMAS,$0.07691,-5.14%,"$30,805.53",N/A
